序号,单词,注音,释义
4121,two ,tu:, num.二 两个
4122,type ,taip, n.型 类型 种类 典型 铅字 vi.打字
4123,typewriter ,'taip.raitə, n.打字机 打字员
4124,typhoon ,tai'fu:n, n.台风
4125,typical ,'tipikəl, adj.典型的 代表性的 特有的 独特的
4126,typist ,'taipist, n.打字员
4127,tyre ,taiə, n.轮胎 车胎 =tire(美) Tyre：提尔(古代腓尼基的有名港口 现属黎巴嫩)
4128,ugly ,'ʌgli, adj.丑陋的 难看的 可怕的
4129,ultimate ,'ʌltimit, adj.最后的 最终的 终极的 根本的 极限的 n.终极 根本 精华
4130,ultimately ,'ʌltimitli, adv.最终 最后
4131,umbrella ,ʌm'brelə, n.伞 雨伞 adj.像伞状分布的 vt.(用伞)遮住
4132,unable ,ʌn'eibl, adj.不能的 不会的
4133,unbearable ,'ʌn'bɛərəbl, adj.难堪的 忍受不了的
4134,uncertain ,ʌn'sə:tn, adj.无常的 不确定的
4135,uncle ,'ʌŋkl, n.伯父 叔父 舅父 姨父 姑父 伯 舅 叔
4136,uncomfortable ,ʌn'kʌmftəbl, adj.不舒服的 不自在的
4137,unconscious ,ʌn'kɔnʃəs, adj.不省人事的 失去知觉的
4138,uncover ,ʌn'kʌvə, vt.揭开(...的盖子) 揭露
4139,under ,'ʌndə, prep.在...下面 低于 在...内 在...控制下 adv.在...下 在昏迷中 adj.下面的 从属的 少于的
4140,undergo ,.ʌndə'gəu, vt.经历 经受 忍受 遭受
4141,undergraduate ,.ʌndə'grædər'grædʒuət, n.大学肆业生 大学生 adj.大学生的 大学的
4142,underground ,'ʌndəgraund, adj.地下的 秘密的 adv.在地下 秘密地 n.地下 地铁 地道 秘密活动
4143,underline ,.ʌndə'lain, vt.划线于...之下 在...下面划线
4144,underneath ,.ʌndə'ni:θ, adv.在下面 在底下 n.下部 底部 prep.在...下面
4145,understand ,.ʌndə'stænd, vt.获悉 理解 听说 将...理解为 认为 vi.懂得 理解 获悉
4146,understanding ,.ʌndə'stændiŋ, n.理解 理解力 协定 了解 个人见解 非正式协议 谅解 同情心 洞察力 adj.有同情心的
4147,undertake ,.ʌndə'teik, vt.从事 承担 保证 答应
4148,undertaking ,.ʌndə'teikiŋ, n.任务 事业 企业 保证 许诺
4149,undo ,'ʌn'du:, vt.解开 打开 松开 取消
4150,undoubtedly ,ʌn'dautidli, adv.无容置疑 肯定地
4151,uneasy ,ʌn'i:zi, adj.心神不安的 忧虑的 不自在的 不稳定的 不舒服的
4152,unexpected ,'ʌnik'spektid, adj.想不到的 意外的
4153,unfair ,ʌn'fɛə, adj.不公平的 不公正的 (商业上)不正当的
4154,unfortunate ,ʌn'fɔ:tʃənit, adj.不幸的 可取的 令人遗憾的 不成功的 n.不幸的人
4155,unfortunately ,ʌn'fɔ:tʃənitli, adv.不幸地
4156,unhappy ,ʌn'hæpi, adj.不幸福的 不快乐的
4157,uniform ,'ju:nifɔ:m, adj.一样的 一致的 统一的 n.制服 vt.穿制服 使统一
4158,union ,'ju:njən, n.联合 团结 协会 结合 政党 工会 连接轴 adj.联邦政府的 工会的
4159,unique ,ju:'ni:k, adj.唯一的 独一无二的 独特的 稀罕的
4160,unit ,'ju:nit, n.单位 单元 部件 组件
4161,unite ,ju(:)'nait, vi.联合 合并 统一 团结 vt.使联合
4162,unity ,'ju:niti, n.单一 统一 团结 个体 一致 结合
4163,universal ,.ju:ni'və:səl, adj.宇宙的 普遍的 通用的 全体的 全世界的 n.通用
4164,universe ,'ju:nivə:s, n.宇宙 世界 万物
4165,university ,.ju:ni'və:siti, n.大学 综合性大学
4166,unjust ,'ʌn'dʒʌst, adj.非正义的 不公平的
4167,unkind ,ʌn'kaind, adj.不仁慈的 不和善的 无情的 不厚道的
4168,unknown ,'ʌn'nəun, adj.不知道的 未知的 不出名的
4169,unless ,ən'les, conj.除非 如果不 prep.除...外
4170,unlike ,'ʌn'laik, adj.不同的 不相似的 prep.不象... 和...不同
4171,unlikely ,ʌn'laikli, adj.未必的 未必可能的
4172,unload ,'ʌn'ləud, vt.卸(货) 卸下 摆脱...之负担 (大量)倾销 vi.卸货 摆脱负担 退出(弹药 胶片等)
4173,unlucky ,ʌn'lʌki, adj.不幸的 不吉的 倒霉的
4174,unnecessary ,ʌn'nesisəri, adj.不必要的 多余的
4175,unpleasant ,ʌn'pleznt, adj.令人不快的 讨厌的
4176,unsatisfactory ,'ʌn.sætisfæktəri, adj.不能令人满意的
4177,unstable ,'ʌn'steibl, adj.不稳固的 不稳定的 易变的
4178,unsuitable ,'ʌn'sju:təbl, adj.不合适的 不适宜的
4179,until ,ən'til, prep. & conj.直到...为止
4180,unusual ,ʌn'ju:ʒuəl, adj.不平常的 独特的 异常的
4181,unusually ,ʌn'ju:ʒuəli, adj.不平常地 非常 异乎寻常地 显著地
4182,unwilling ,'ʌn'wiliŋ, adj.不愿意的
4183,up ,ʌp, adv.向上 起床 起来 往上 上升 prep.向上 adj.向上的 上行的 n.上升 v.上升 增加
4184,upon ,ə'pɔn, prep.在...上 在...旁
4185,upper ,'ʌpə, adj.上面的 地位较高的 上部的 较高的 n.鞋帮 上铺 n.兴奋剂 令人兴奋的经历
4186,upright ,'ʌp'rait, adj.垂直的 正直的 诚实的 合乎正道的
4187,upset ,ʌp'set, vt.弄翻 打翻 倾覆 推翻 扰乱 使心烦 adj.心烦的 苦恼的 不安的 n.推翻 混乱
4188,upside-down ,'ʌpsaid'daun, adj.颠倒的 乱七八糟的
4189,upstairs ,'ʌp'stɛəz, adv.在楼上 往楼上 高水平地 上层地 头脑上地 adj.楼上的 n.楼上
4190,up-to-date ,'ʌptə'deit, adj.直到最近的 现代的 最新的
4191,upward ,'ʌpwəd, adj.向上的 上升的 adv.向上 上升
4192,upwards ,'ʌpwədz, adv.趋向上升 以上 往上 向上地
4193,urge ,ə:dʒ, vt.推进 催促 驱策 鼓励 力陈 催促 vi.极力主张 n.冲动
4194,urgent ,'ə:dʒənt, adj.紧急的 强求的 坚持要求的 急迫的
4195,us ,ʌs, pron.( we的宾格)我们
4196,usage ,'ju:sidʒ, n.使用 用法 对待 惯用法 习惯
4197,use ,ju:s, vt.用 使用 利用 耗费 对待 v.<口>吸(烟) 服用(毒品) n.用 运用 用法 使用权 价值
4198,used ,ju:st, vi.过去常常 adj.使用过的 二手的 习惯的 动词use的过去式和过去分词
4199,useful ,'ju:sfəl, adj.有用的 有益的 实用的
4200,useless ,'ju:slis, adj.无用的 无价值的 无效的
4201,user ,'ju:zə, n.用户 使用者
4202,usual ,'ju:ʒuəl, adj.通常的 平常的 惯常的 惯例的
4203,usually ,'ju:ʒuəli, adv.通常
4204,utility ,ju:'tiliti, n.效用 实用 实用品 公共设施 公用程序 adj.多效用的 多功能的
4205,utilize ,'ju:tilaiz, vt.利用
4206,utmost ,'ʌtməust, adj.最远的 极度的 n.极限 最大可能
4207,utter ,'ʌtə, adj.完全的 彻底的 全然的 绝对 vt.发出 作声 发表 说 讲 
4208,vacant ,'veikənt, adj.空的 空虚的 木然的 未被占用的
4209,vacation ,vei'keiʃən, n.假期 休假 腾出 vi.度假
4210,vacuum ,'vækjuəm, n.真空 空间 真空吸尘器 adj.真空的 产生(利用)真空的 v.用吸尘器打扫
4211,vague ,veig, adj.模糊的 含糊的 不明确的 犹豫不决的 茫然的
4212,vain ,vein, adj.徒劳的 无效的 自负的 虚荣的
4213,valid ,'vælid, adj.有效的 有根据的 正当的 合法的
4214,valley ,'væli, n.(山)谷 溪谷 流域 adj.流域 山谷 峡谷
4215,valuable ,'væljuəbl, adj.值钱的 有价值的 n.(pl.)贵重物品
4216,value ,'vælju:, n.价值 重要性 价格 (pl)价值观 vt.评价 估价 重视
4217,van ,væn, n.大篷车 运货车 面包车 vt.(用货车)运 n.前卫 前锋 n.翼
4218,vanish ,'væniʃ, vi.突然不见 消失 绝迹 vt.消失
4219,vanity ,'væniti, n.虚荣心 虚夸 浮华 无价值的东西 adj.虚荣心的
4220,vapour ,'veipə, n.汽 蒸气 雾气 v.蒸发 吹嘘 =vapor(英)
4221,variable ,'vɛəriəbl, adj.易变的 可变的 n.变量 易变的东西
4222,variation ,.vɛəri'eiʃən, n.变化 变动 变异 变种 变奏曲
4223,variety ,və'raiəti, n.多样化 种类 变种 杂耍
4224,various ,'vɛəriəs, adj.各种各样的 不同的
4225,vary ,'vɛəri, vt.改变 变化 使多样化
4226,vase ,veis, n.瓶 花瓶
4227,vast ,vɑ:st, adj.巨大的 大量的 广阔的 n.浩瀚的太空
4228,vegetable ,'vedʒitəbl, n.植物 蔬菜 植物人adj.蔬菜的 植物的
4229,vehicle ,'vi:ikl, n.车辆 机动车 交通工具 手段 工具 传播媒介
4230,veil ,veil, n.面纱 面罩 遮蔽物 掩饰物 修女 vt.给...戴面纱或面罩 vi.带面纱或面罩
4231,velocity ,vi'lɔsiti, n.速度 速率 迅速
4232,velvet ,'velvit, n.丝绒 天鹅绒 adj.天鹅绒的
4233,venture ,'ventʃə, n. & vi.冒险 风险 投机 vt.敢于 尝试 谨慎地做 冒险一试
4234,verb ,və:b, n.动词
4235,verify ,'verifai, vt.证实 查证 证明 核实
4236,version ,'və:ʃən, n.译文 说法 改写本 版本 译本 形式
4237,vertical ,'və:tikəl, a.垂直的 竖式的 顶点的 纵向的 n.垂直物 垂直的位置
4238,very ,'veri, adv.很 完全 真正地 adj.真的 真正的 同一的 仅仅的 恰好的
4239,vessel ,'vesl, n.容器 器皿 船 飞船 管 脉管 血管 [植]导管
4240,vest ,vest, n.汗衫 背心 马甲 内衣 vt.授予 给予 使穿衣 vi.(权力、财产等)归于 穿衣服
4241,veteran ,'vetərən, n.老兵 老手 adj.老练的
4242,vex ,veks, vt.使烦恼 使恼火 恼怒
4243,via ,'vaiə, prep.经过 通过
4244,vibrate ,'vaibreit, vt.使颤动 (使)振动 (使)摇摆vi.颤动 回响
4245,vibration ,vai'breiʃən, n.颤动 振动 摆动
4246,vice ,vais, n.罪恶 恶习 缺点 邪恶 老虎钳 adj.副的 代理的 prep.代替
4247,victim ,'viktim, n.牺牲者 受害者 牺牲
4248,victorious ,vik'tɔ:riəs, adj.胜利的 得胜的
4249,victory ,'viktəri, n.胜利 战胜 成功
4250,video ,'vidiəu, adj.电视的 视频的 录像的n.电视 视频 录像
4251,view ,vju:, n.看 视力 风景 视野 见解 方法 检查
4252,viewpoint ,'vju:pɔint, n.观点 看法 见解
4253,vigorous ,'vigərəs, adj.朝气蓬勃的 精力充沛的 元气旺盛的 有力的
4254,village ,'vilidʒ, n.乡村 村庄
4255,vine ,vain, n.葡萄树 攀爬植物 藤 蔓
4256,vinegar ,'vinigə, n.醋
4257,violence ,'vaiələns, n.猛烈 激烈 暴力 强暴 暴行
4258,violent ,'vaiələnt, adj.猛烈的 狂暴的 暴力的 极端的
4259,violet ,'vaiəlit, n.紫罗兰 紫色 adj.紫色的
4260,violin ,.vaiə'lin, n.小提琴
4261,virtually ,'və:tʃuəli, ad.v实际上 事实上 几乎
4262,virtue ,'və:tju:, n.善 美德 优点 德行 贞操
4263,visible ,'vizəbl, adj.可见的 看得见的 n.可见物
4264,vision ,'viʒən, n.视力 视觉 眼力 想象力 梦幻 幻觉 vt.幻想 设想
4265,visit ,'vizit, vt. & n.访问 参观 拜访 探访
4266,visitor ,'vizitə, n.访问者 游客 参观者
4267,visual ,'vizjuəl," adj.看的 看得见的, 视觉的 n.画面 图象"
4268,vital ,'vaitl, adj.生命的 有生命力的 至关重要的 生死攸关的 有活力的
4269,vitamin ,'vaitəmin, n.维生素 维他命
4270,vivid ,'vivid, adj.鲜艳的 生动的 栩栩如生的
4271,vocabulary ,və'kæbjuləri, n.词汇表 词汇 语汇 词汇量
4272,voice ,vɔis, n.说话声 声音 嗓音 意见 [语]语态 意见 发言权 vt.表达 发音 调整声音
4273,volcano ,vɔl'keinəu, n.火山
4274,volleyball ,'vɔlibɔ:l, n.排球 排球运动
4275,volt ,vəult, n.(电压单位)伏特 伏 voltage ['vəultidʒ] n.电压
4276,volume ,'vɔljum, n.卷 册 容积 体积 音量
4277,voluntary ,'vɔləntəri, adj.自愿的 志愿的 n.(教堂礼拜仪式前后或进行期间的)乐器独奏
4278,vote ,vəʊt, n.选举 投票 表决 投票结果 选举权 v.投票 选举 表决
4279,voyage ,'vɔiidʒ, n. & vi.航海 航空 航行 旅行 旅程
4280,wage ,weidʒ, n.工资 报酬 vt.从事 开展 进行(战争、运动)
4281,waggon ,'wægən, n.四轮运货马车 敞篷货车 =wagon(美)
4282,waist ,weist, n.腰 腰部
4283,wait ,weit, vi.等 等候 n.等待 等候 公共乐队队员 沿街唱圣诗的人们
4284,waiter ,'weitə, n.侍者 (男)服务员 托盘
4285,wake ,weik, vi.醒 醒来 vt.唤醒 n.清醒 守夜
4286,waken ,'weikən, vi.醒来 vt.弄醒 动词wake的过去分词
4287,walk ,wɔ:k, vi.步行 散步 走 vt.陪...走 走过 使行走 n.散步 步行 人行道
4288,wall ,wɔ:l, n.墙 壁 围墙 城墙 墙状物 vt.用墙围住 用墙隔开 v.演戏般地转动(眼睛)
4289,wallet ,'wɔlit, n.钱包 皮夹子
4290,wander ,'wɔndə, vi.漫游 迷路 离题 徘徊 漫步 闲逛 蜿蜒 vt.漫步于 n.漫游 闲逛 徘徊
4291,want ,wɔnt, vt.要 想要 n.需要 缺乏 需求品
4292,war ,wɔ:, n.战争 冲突 斗争 竞争 vi.作战 斗争
4293,warm ,wɔ:m, adj.温暖的 暖和的 热烈的 热情的 v.使暖和 变暖 adv.温暖地
4294,warmth ,wɔ:mθ, n.暖和 温暖 热烈 热情 热心
4295,warn ,wɔ:n, vt.警告 告诫 预先通知 vi.发生警告
4296,wash ,wɔʃ, vt.洗 冲出 vi.洗涤 洗清 n.洗 洗濯 (美国西部)干河床
4297,waste ,weist, n.浪费 垃圾 荒地 v.浪费 滥用 消耗 adj.浪费的 无用的 荒芜的
4298,watch ,wɔtʃ, vt. & vi.观看 注视 看守 n.手表 看管 监视
4299,water ,'wɔ:tə, n.水 雨水 海水 海域 vt.使湿 灌溉 给...浇水 给...供水 加水稀释 形成水 喝水
4300,waterfall ,'wɔ:təfɔ:l, n.瀑布
4301,waterproof ,'wɔ:təpru:f, adj.不透水的 防水的 n.防水材料 (英)雨衣 vt.使...能防水
4302,wave ,weiv, n.波 波涛 波浪 波纹 vi.波动 挥动 飘动
4303,wavelength ,'weiv.leŋθ, n.波长 波段
4304,wax ,wæks, n.蜡 蜂蜡 (一阵)情绪 增大 vt. (用蜡)涂 得到...(更好的) vi.变大 增大
4305,way ,wei," n.路 路线 道路 方法 方式 方向 adv.非常 远远地 adj.与路线的中间点相关的,路线的中间点"
4306,we ,wi,pron.(主格)我们 abbr.=Wednesday
4307,weak ,wi:k, adj.弱的 软弱的 虚弱的 无力的 淡薄的 差的
4308,weaken ,'wi:kən, vt.削弱 弄淡 vi.变弱 使...弱
4309,weakness ,'wi:knis, n.虚弱 软弱 弱点
4310,wealth ,welθ, n.财富 财产 丰富 大量
4311,wealthy ,'welθi, adj.富的 富裕的 n.富人
4312,weapon ,'wepən, n.武器 兵器 vt.武装
4313,wear ,wɛə, vt.穿着 戴 磨损 n.穿着 磨损 耐久性
4314,weary ,ˈwɪəri,a.疲倦的 vt.使疲乏
4315,weather ,'weðə, n.天气 气候 气象 vt.经受住 使风化 使日晒雨淋 vi.风化 褪色 adj.上风的
4316,weave ,wi:v, vt.织 编 组合 编排 vi.纺织 编织 n.编法 织法 编织
4317,wedding ,'wediŋ, n.婚礼 结合
4318,Wednesday ,"'wenzdei, 'wenzdi", n.星期三
4319,weed ,wi:d, n.杂草 野草 weeds：衣服 丧服 vi.除草 清除 淘汰
4320,week ,wi:k, n.星期 周
4321,weekday ,'wi:kdei, n.周日 工作日
4322,weekend ,"wi:k'end, 'wi:kend", n.周末 周末假期 vi.过周末 adj.周末的
4323,weekly ,'wi:kli, adj.每周的 一周一次的 周刊的 adv.每周 一周一次 n.周刊 周报
4324,weep ,wi:p, vi.哭泣 流泪 悲叹 渗出 n.哭泣 <俚>眼泪
4325,weigh ,wei, vt.称...的重量 掂量 衡量 重达... n.重量 道路
4326,weight ,weit, n.重 体重 砝码 重担 vt.使...负重 使倾斜
4327,welcome ,'welkəm, vt.欢迎 adj.受欢迎的 n.欢迎 int.欢迎(客人来访或新成员的加入)
4328,weld ,weld, vt.焊接 熔接 使结合 n.焊接 焊缝
4329,welfare ,'welfɛə, n.幸福 福利 福利事业 adj.福利的
4330,well ,wel, n.井 源泉 楼梯井 adj.健康的 良好的 适宜的 adv.很好地 适当地 完全地 vi.涌出 int.好吧 啊 嘿
4331,well-known ,'wel'nəun, adj.众所周知的 出名的
4332,west ,west, n.西 西方 西部 西洋 adj.西方的 adv.向(在)西方
4333,western ,'westən, adj.西方的 西部的 西洋的 n.西方人 西部片 西部小说
4334,westward ,'westwəd, adj.向西的 西方的 adv.向西 n.西方 西部
4335,wet ,wet, adj.湿的 下雨的 雨天的 n.潮气 雨天vt.(使)弄湿
4336,what ,wɔt, pron.什么 adj.什么 任何 adv.什么 怎么
4337,whatever ,wɔt'evə, pron.无论什么 adj.不管怎样的 adv.无论如何 不管怎样
4338,wheat ,wi:t, n.小麦 小麦色
4339,wheel ,wi:l, n.轮 车轮 方向盘 周期 旋转 vi.旋转 转动 改变方向 vt.给...装轮子 用车运 转动
4340,when ,(h)wen, adv.什么时候 当...时 conj.当...时 然后 可是 pron.什么时候 n.时间
4341,whenever ,wen'evə, conj.无论何时 每当 随时adv.无论何时
4342,where ,(h)wɛə, adv.在哪里 pron.哪里 conj.在...地方
4343,wherever ,wɛər'evə, adv.究竟在哪里 无论什么地方 在...的各个地方 conj.无论在哪里
4344,whether ,'(h)weðə, conj.是否 无论 不管
4345,which ,(h)witʃ, pron.哪一个 哪些 adj.哪一个 哪一些
4346,whichever ,witʃ'evə, adj.无论哪个 无论哪些 pron.无论哪个
4347,while ,(h)wail, conj.当...的时候 然而 虽然 尽管 n.一会儿 一段时间 vt.消磨
4348,whilst ,wailst, conj. & n.当...的时候 可是 虽然 只要
4349,whip ,wip, vt. 鞭笞 抽打 鞭策 快速移动 搅拌 搅打 煽动 锁边 n. 鞭子 鞭打 鞭状物 蛋奶水果甜点心 搅拌器 政党的组织秘书
4350,whirl ,wə:l, vt. & vi.使...旋转 急转 回旋 迅速移动 n.回旋 旋转 繁忙 混乱 尝试
4351,whisky ,'wiski, n.威士忌酒 =whiskey
4352,whisper ,'wispə, vt. 低声地讲 耳语 私语 vi. 低语 低声说 窃窃私语 飒飒地响 n. 低语 窃窃私语 飒飒的声音 流言蜚语 踪迹 暗示
4353,whistle ,'wisl, n.口哨 汽笛 厂笛 啸啸声 用于召唤或发布命令的哨声 吹口哨 vi. 吹口哨 鸣汽笛 呼啸 吹口哨召唤 vt. 以吹口哨的方式发出 吹口哨发出信号或指引...
4354,white ,wait, adj.白色的 白种的 纯洁的 幸运的 n.白色 白种人
4355,whitewash ,'waitwɔʃ, vt.粉刷 涂白 用白色涂料粉刷 掩盖或粉饰 n.白色涂料 粉饰
4356,who ,hu:, pron.谁 ...的人
4357,whoever ,hu'evə, pron.无论谁 不管谁 任何人
4358,whole ,həul, adj.完整的 全部的 整体的 n.全部 完整 整体 adv.完全
4359,wholly ,'həulli, adv.完全地 全部 一概
4360,whom ,hu:m, pron.( who的宾格)谁
4361,whose ,hu:z, pron.谁的 哪个人的 adj.谁的
4362,why ,wai, adv.为什么 conj.为什么 ...的理由 int.咳 哎呀 n.理由 谜
4363,wicked ,'wikid, adj.坏的 令人厌恶的 邪恶的 缺德的 adv.极端地 非常地 vt.吸收
4364,wide ,waid, adj.宽阔的 广泛的 adv.全部地 广大地
4365,widely ,'waidli, adv.广 广泛地 adj.广泛的
4366,widen ,'waidn, vt.加宽 使变宽 vi.变宽
4367,widespread ,'waidspred, adj.分布(或散布)广的 普遍的
4368,widow ,'widəu, n.寡妇 遗孀 vt.使丧偶
4369,width ,widθ, n.宽阔 广阔 宽度
4370,wife ,waif, n.妻子 夫人    添加微信brcola获取更多免费资料
4371,wild ,waild, adj.野生的 野蛮的 未开发的 失去控制地 adv.失去控制地 胡乱地 n.荒野 荒地
4372,will ,wil, aux.v.将要 会 愿 必须 n.意志 决心 愿望 遗嘱 vt.决心 想要(某事发生) 将(财产)遗赠 规定 vi. 行使意志力 选择
4373,willing ,'wiliŋ, adj.愿意的 心甘情愿的
4374,win ,win, vi.获胜 赢 vt.赢得 n.胜利
4375,wind ,"wind,waind", n.风 气息 呼吸 v.使气急 吹(号角等) vt.绕 缠绕 vi.卷曲
4376,window ,'windəu, n.窗子 窗户 窗口 橱窗 视窗
4377,wine ,wain, n.葡萄酒 果酒 酒 紫红色vi.喝酒 vt.请...喝酒
4378,wing ,wiŋ, n.翼 翅膀 翅 (组织中的)派别 边锋 边房 vt.给...装上翼 飞过 空运 打伤...的翅膀 vi.飞行
4379,winner ,'winə, n.获胜者 优胜者
4380,winter ,'wintə, n.冬天 冬季 adj.冬天的 冬季生长的 vi.过冬 vt.对...进行过冬保护
4381,wipe ,waip, vt.擦 抹 揩 消除 拭去 用力打n.擦拭 用力打
4382,wire ,'waiə, n.金属线 电缆 电线 电信 电报 v.发电报 装电线 (通过电线)接通
4383,wireless ,'waiəlis, adj.不用电线的 无线的 n.无线电 收音机 v.用无线电发送(通讯)
4384,wisdom ,'wizdəm, n.智慧 才智 明智 至理名言 聪明
4385,wise ,waiz, adj.有智慧的 聪明的 明智的 有见识的 n.方式 方法 vt.引导 vi.知道 发觉
4386,wish ,wiʃ, vt.祝 想要 希望 n.希望 渴望 愿望 (复数)祝颂 命令
4387,wit ,wit, n.智力 才智 智能 机智
4388,with ,wið, prep.和...一起 具有 用 随着 包括
4389,withdraw ,wið'drɔ:, vt.收回 撤回 取回 撤退 vi.撤退 退回 走开
4390,within ,wi'ðin, prep.在...里面 adv.在内 n.里面 adj.在里面的
4391,without ,wið'aut, prep.无 没有 不 在外面 adv.在缺乏的情况下 在外面 conj.除非 n.外面 外部
